date,value
01/01/1951,-0.35
01/02/1951,-0.44
01/03/1951,-0.19
01/04/1951,-0.1
01/05/1951,-0.02
01/06/1951,-0.05
01/07/1951,0
01/08/1951,0.05
01/09/1951,0.07
01/10/1951,0.06
01/11/1951,-0.01
01/12/1951,0.15
01/01/1952,0.16
01/02/1952,0.12
01/03/1952,-0.1
01/04/1952,0.02
01/05/1952,-0.05
01/06/1952,-0.04
01/07/1952,0.05
01/08/1952,0.07
01/09/1952,0.08
01/10/1952,-0.04
01/11/1952,-0.17
01/12/1952,-0.02
01/01/1953,0.09
01/02/1953,0.16
01/03/1953,0.11
01/04/1953,0.2
01/05/1953,0.08
01/06/1953,0.08
01/07/1953,0.02
01/08/1953,0.08
01/09/1953,0.06
01/10/1953,0.05
01/11/1953,-0.05
01/12/1953,0.03
01/01/1954,-0.28
01/02/1954,-0.1
01/03/1954,-0.12
01/04/1954,-0.18
01/05/1954,-0.19
01/06/1954,-0.15
01/07/1954,-0.16
01/08/1954,-0.13
01/09/1954,-0.07
01/10/1954,-0.01
01/11/1954,0.08
01/12/1954,-0.18
01/01/1955,0.11
01/02/1955,-0.21
01/03/1955,-0.36
01/04/1955,-0.23
01/05/1955,-0.2
01/06/1955,-0.08
01/07/1955,-0.09
01/08/1955,0.04
01/09/1955,-0.13
01/10/1955,-0.05
01/11/1955,-0.28
01/12/1955,-0.32
01/01/1956,-0.16
01/02/1956,-0.25
01/03/1956,-0.23
01/04/1956,-0.26
01/05/1956,-0.28
01/06/1956,-0.15
01/07/1956,-0.11
01/08/1956,-0.25
01/09/1956,-0.21
01/10/1956,-0.24
01/11/1956,-0.17
01/12/1956,-0.1
01/01/1957,-0.14
01/02/1957,-0.05
01/03/1957,-0.05
01/04/1957,-0.03
01/05/1957,0.08
01/06/1957,0.16
01/07/1957,0.01
01/08/1957,0.14
01/09/1957,0.06
01/10/1957,0.01
01/11/1957,0.07
01/12/1957,0.16
01/01/1958,0.39
01/02/1958,0.24
01/03/1958,0.1
01/04/1958,0.01
01/05/1958,0.08
01/06/1958,-0.05
01/07/1958,0.06
01/08/1958,-0.06
01/09/1958,-0.03
01/10/1958,0.04
01/11/1958,0.02
01/12/1958,0.01
01/01/1959,0.06
01/02/1959,0.09
01/03/1959,0.2
01/04/1959,0.17
01/05/1959,0.06
01/06/1959,0.02
01/07/1959,0.06
01/08/1959,-0.01
01/09/1959,-0.06
01/10/1959,-0.08
01/11/1959,-0.09
01/12/1959,-0.03
01/01/1960,-0.01
01/02/1960,0.14
01/03/1960,-0.36
01/04/1960,-0.16
01/05/1960,-0.08
01/06/1960,0.01
01/07/1960,-0.02
01/08/1960,0
01/09/1960,0.05
01/10/1960,0.07
01/11/1960,-0.12
01/12/1960,0.18
01/01/1961,0.07
01/02/1961,0.18
01/03/1961,0.09
01/04/1961,0.15
01/05/1961,0.13
01/06/1961,0.12
01/07/1961,-0.03
01/08/1961,0.02
01/09/1961,0.05
01/10/1961,0
01/11/1961,0.03
01/12/1961,-0.15
01/01/1962,0.07
01/02/1962,0.14
01/03/1962,0.12
01/04/1962,0.05
01/05/1962,-0.06
01/06/1962,0.06
01/07/1962,-0.02
01/08/1962,-0.02
01/09/1962,-0.01
01/10/1962,-0.03
01/11/1962,0.06
01/12/1962,-0.01
01/01/1963,-0.03
01/02/1963,0.19
01/03/1963,-0.13
01/04/1963,-0.05
01/05/1963,-0.09
01/06/1963,0.03
01/07/1963,0.08
01/08/1963,0.25
01/09/1963,0.2
01/10/1963,0.15
01/11/1963,0.15
01/12/1963,0
01/01/1964,-0.06
01/02/1964,-0.12
01/03/1964,-0.22
01/04/1964,-0.3
