ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other
E14000639,E12000007,Cities Of London and Westminster,London,London,England,Borough,08/05/15 02:54,Con hold,Con,Lab,60992,36185,167,9671,19570,9899,2521,1894,1953,0,0,0,0,0,0,0,348
E14000640,E12000002,City Of Chester,Cheshire,North West,England,County,08/05/15 07:15,Lab gain from Con,Lab,Con,74485,51161,228,93,22025,22118,2870,4148,0,0,0,0,0,0,0,0,0
E14000641,E12000001,City Of Durham,Durham,North East,England,County,08/05/15 04:57,Lab hold,Lab,Con,68725,45669,116,11439,10157,21596,5153,5232,2687,0,0,0,0,0,0,0,844
E14000642,E12000006,Clacton,Essex,East,England,County,08/05/15 04:38,UKIP gain from Con,UKIP,Con,68936,44207,168,3437,16205,6364,812,19642,1184,0,0,0,0,0,0,0,0
E14000643,E12000003,Cleethorpes,Humberside,Yorkshire and The Humber,England,County,08/05/15 04:48,Con hold,Con,Lab,71008,45089,132,7893,21026,13133,1346,8356,1013,0,0,0,0,0,0,0,215
W07000062,W92000004,Clwyd South,Clwyd,Wales,Wales,County,08/05/15 01:44,Lab hold,Lab,Con,54996,35064,55,2402,10649,13051,1349,5480,915,0,3620,0,0,0,0,0,0
W07000059,W92000004,Clwyd West,Clwyd,Wales,Wales,County,08/05/15 03:33,Con hold,Con,Lab,58644,38028,76,6730,16463,9733,1387,4988,0,0,4651,0,0,0,0,0,806
S14000011,S92000003,"Coatbridge, Chryston and Bellshill",Scotland,Scotland,Scotland,Borough,08/05/15 03:45,SNP gain from Lab,SNP,Lab,73894,50698,55,11501,3209,17195,549,1049,0,28696,0,0,0,0,0,0,0
E14000644,E12000006,Colchester,Essex,East,England,Borough,08/05/15 05:44,Con gain from LD,Con,LD,74204,48593,117,5575,18919,7852,13344,5870,2499,0,0,0,0,0,0,0,109
E14000645,E12000003,Colne Valley,West Yorkshire,Yorkshire and The Humber,England,County,08/05/15 06:16,Con hold,Con,Lab,82516,56800,153,5378,25246,19868,3407,5734,1919,0,0,0,0,0,0,0,626
E14000646,E12000002,Congleton,Cheshire,North West,England,County,08/05/15 09:00,Con hold,Con,Lab,72503,50976,166,16773,27164,10391,4623,6922,1876,0,0,0,0,0,0,0,0
E14000647,E12000002,Copeland,Cumbria,North West,England,County,08/05/15 05:13,Lab hold,Lab,Con,62087,39631,151,2564,14186,16750,1368,6148,1179,0,0,0,0,0,0,0,0
E14000648,E12000004,Corby,Northamptonshire,East Midlands,England,County,08/05/15 06:00,Con hold,Con,Lab,79775,56174,132,2412,24023,21611,1458,7708,1374,0,0,0,0,0,0,0,0
E14000649,E12000005,Coventry North East,West Midlands,West Midlands,England,Borough,08/05/15 04:52,Lab hold,Lab,Con,75462,42231,185,12274,9751,22025,2007,6278,1245,0,0,0,0,0,0,0,925
E14000650,E12000005,Coventry North West,West Midlands,West Midlands,England,Borough,08/05/15 03:39,Lab hold,Lab,Con,73626,45246,172,4509,14048,18557,1810,7101,1961,0,0,0,0,0,0,0,1769
E14000651,E12000005,Coventry South,West Midlands,West Midlands,England,Borough,08/05/15 03:26,Lab hold,Lab,Con,70397,43699,178,3188,15284,18472,1779,5709,1719,0,0,0,0,0,0,0,736
E14000652,E12000008,Crawley,West Sussex,South East,England,Borough,08/05/15 03:49,Con hold,Con,Lab,73936,48550,130,6526,22829,16303,1339,6979,1100,0,0,0,0,0,0,0,0
E14000653,E12000002,Crewe and Nantwich,Cheshire,North West,England,County,08/05/15 09:18,Con hold,Con,Lab,74169,49896,213,3620,22445,18825,1374,7252,0,0,0,0,0,0,0,0,0
E14000654,E12000007,Croydon Central,London,London,England,Borough,08/05/15 06:35,Con hold,Con,Lab,78171,52941,102,165,22753,22588,1152,4810,1454,0,0,0,0,0,0,0,184
E14000655,E12000007,Croydon North,London,London,England,Borough,08/05/15 04:53,Lab hold,Lab,Con,85941,53522,188,21364,12149,33513,1919,2899,2515,0,0,0,0,0,0,0,527
E14000656,E12000007,Croydon South,London,London,England,Borough,08/05/15 05:48,Con hold,Con,Lab,82010,57712,146,17140,31448,14308,3448,6068,2154,0,0,0,0,0,0,0,286
S14000012,S92000003,"Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,Scotland,Scotland,County,08/05/15 03:27,SNP gain from Lab,SNP,Lab,67088,49382,126,14752,3891,14820,1099,0,0,29572,0,0,0,0,0,0,0
W07000070,W92000004,Cynon Valley,Gwent and Mid Glamorgan,Wales,Wales,County,08/05/15 03:47,Lab hold,Lab,PC,51422,30472,83,9406,3676,14532,830,4976,799,0,5126,0,0,0,0,0,533
E14000657,E12000007,Dagenham and Rainham,London,London,England,Borough,08/05/15 03:44,Lab hold,Lab,UKIP,69128,43050,83,4980,10492,17830,717,12850,806,0,0,0,0,0,0,0,355
E14000658,E12000001,Darlington,Durham,North East,England,Borough,08/05/15 02:29,Lab hold,Lab,Con,65851,41141,163,3158,14479,17637,1966,5392,1444,0,0,0,0,0,0,0,223
E14000659,E12000008,Dartford,Kent,South East,England,County,08/05/15 06:31,Con hold,Con,Lab,75209,52418,199,12345,25670,13325,1454,10434,1324,0,0,0,0,0,0,0,211
E14000660,E12000004,Daventry,Northamptonshire,East Midlands,England,County,08/05/15 06:09,Con hold,Con,Lab,72873,52518,137,21059,30550,9491,2352,8296,1829,0,0,0,0,0,0,0,0
W07000042,W92000004,Delyn,Clwyd,Wales,Wales,County,08/05/15 03:47,Lab hold,Lab,Con,53639,37457,66,2930,12257,15187,1380,6150,680,0,1803,0,0,0,0,0,0
E14000661,E12000002,Denton and Reddish,Greater Manchester,North West,England,Borough,08/05/15 08:33,Lab hold,Lab,Con,66141,38681,144,10511,9150,19661,957,7225,1466,0,0,0,0,0,0,0,222
E14000662,E12000004,Derby North,Derbyshire,East Midlands,England,Borough,08/05/15 09:00,Con gain from Lab,Con,Lab,69794,44745,137,41,16402,16361,3832,6532,1618,0,0,0,0,0,0,0,0
E14000664,E12000004,Derbyshire Dales,Derbyshire,East Midlands,England,County,08/05/15 06:38,Con hold,Con,Lab,63476,47361,130,14044,24805,10761,3965,5508,2173,0,0,0,0,0,0,0,149
E14000663,E12000004,Derby South,Derbyshire,East Midlands,England,Borough,08/05/15 09:41,Lab hold,Lab,Con,70240,40820,166,8828,11179,20007,1717,6341,1208,0,0,0,0,0,0,0,368
E14000665,E12000009,Devizes,Wiltshire,South West,England,County,08/05/15 04:35,Con hold,Con,UKIP,69205,49006,132,20751,28295,6360,3954,7544,2853,0,0,0,0,0,0,0,0
E14000666,E12000003,Dewsbury,West Yorkshire,Yorkshire and The Humber,England,County,08/05/15 07:24,Lab gain from Con,Lab,Con,79770,53630,238,1451,20955,22406,1924,6649,1366,0,0,0,0,0,0,0,330
E14000668,E12000003,Doncaster Central,South Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 05:46,Lab hold,Lab,UKIP,71136,40420,208,10093,8386,19840,1717,9747,0,0,0,0,0,0,0,0,730
E14000669,E12000003,Doncaster North,South Yorkshire,Yorkshire and The Humber,England,County,08/05/15 05:22,Lab hold,Lab,UKIP,70989,39501,166,11780,7235,20708,1005,8928,757,0,0,0,0,0,0,0,868
E14000667,E12000003,Don Valley,South Yorkshire,Yorkshire and The Humber,England,County,08/05/15 05:50,Lab hold,Lab,Con,71299,42486,171,8885,10736,19621,1487,9963,0,0,0,0,0,0,0,0,679
E14000670,E12000008,Dover,Kent,South East,England,County,08/05/15 04:52,Con hold,Con,Lab,72930,50224,199,6294,21737,15443,1572,10177,1295,0,0,0,0,0,0,0,0
E14000671,E12000005,Dudley North,West Midlands,West Midlands,England,Borough,08/05/15 05:07,Lab hold,Lab,Con,60717,37992,97,4181,11704,15885,478,9113,517,0,0,0,0,0,0,0,295
E14000672,E12000005,Dudley South,West Midlands,West Midlands,England,Borough,08/05/15 05:22,Con hold,Con,Lab,60363,38210,85,4270,16723,12453,828,7236,970,0,0,0,0,0,0,0,0
E14000673,E12000007,Dulwich and West Norwood,London,London,England,Borough,08/05/15 03:33,Lab hold,Lab,Con,76575,51362,186,16122,11650,27772,5055,1606,4844,0,0,0,0,0,0,0,435
S14000013,S92000003,Dumfries and Galloway,Scotland,Scotland,Scotland,County,08/05/15 05:11,SNP gain from Lab,SNP,Con,75249,56602,66,6514,16926,13982,953,1301,0,23440,0,0,0,0,0,0,0
S14000014,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,Scotland,Scotland,County,08/05/15 04:56,Con hold,Con,SNP,68483,52134,34,798,20759,7711,1392,1472,839,19961,0,0,0,0,0,0,0
S14000015,S92000003,Dundee East,Scotland,Scotland,Scotland,Borough,08/05/15 02:40,SNP hold,SNP,Lab,67822,48185,73,19162,7206,9603,1387,0,895,28765,0,0,0,0,0,0,329
S14000016,S92000003,Dundee West,Scotland,Scotland,Scotland,Borough,08/05/15 02:27,SNP gain from Lab,SNP,Lab,65927,44714,46,17092,3852,10592,1057,0,1225,27684,0,0,0,0,0,0,304
S14000017,S92000003,Dunfermline and West Fife,Scotland,Scotland,Scotland,County,08/05/15 03:30,SNP gain from Lab,SNP,Lab,78037,55890,78,10352,6623,17744,2232,0,1195,28096,0,0,0,0,0,0,0
W07000061,W92000004,Dwyfor Meirionnydd,Gwynedd,Wales,Wales,County,08/05/15 03:24,PC hold,PC,Con,44394,28913,65,5261,6550,3904,1153,3126,981,0,11811,0,0,0,0,0,1388
E14000674,E12000007,Ealing Central and Acton,London,London,England,Borough,08/05/15 02:57,Lab gain from Con,Lab,Con,71422,50894,165,274,21728,22002,3106,1926,1841,0,0,0,0,0,0,0,291
E14000675,E12000007,Ealing North,London,London,England,Borough,08/05/15 03:15,Lab hold,Lab,Con,73881,48510,198,12326,14419,26745,1575,3922,1635,0,0,0,0,0,0,0,214
E14000676,E12000007,"Ealing, Southall",London,London,England,Borough,08/05/15 03:37,Lab hold,Lab,Con,65606,43321,182,18760,9387,28147,1550,1769,2007,0,0,0,0,0,0,0,461
E14000677,E12000001,Easington,Durham,North East,England,County,08/05/15 03:11,Lab hold,Lab,UKIP,61659,34624,53,14641,4478,21132,834,6491,733,0,0,0,0,0,0,0,956
N06000005,N92000002,East Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 02:30,DUP hold,DUP,UUP,62811,33497,191,5795,549,0,0,3660,0,0,0,12103,2314,1639,6308,5021,1903
E14000684,E12000008,Eastbourne,East Sussex,South East,England,Borough,08/05/15 04:39,Con gain from LD,Con,LD,78262,52907,154,733,20934,4143,20201,6139,1351,0,0,0,0,0,0,0,139
E14000678,E12000009,East Devon,Devon,South West,England,County,08/05/15 07:19,Con hold,Con,Ind,76519,54717,217,12261,25401,5591,3715,6870,0,0,0,0,0,0,0,0,13140
S14000018,S92000003,East Dunbartonshire,Scotland,Scotland,Scotland,County,08/05/15 02:46,SNP gain from LD,SNP,LD,66966,54871,47,2167,4727,6754,19926,567,804,22093,0,0,0,0,0,0,0
E14000679,E12000007,East Ham,London,London,England,Borough,08/05/15 05:27,Lab hold,Lab,Con,87382,52290,211,34252,6311,40563,856,2622,1299,0,0,0,0,0,0,0,639
E14000680,E12000008,East Hampshire,Hampshire,South East,England,County,08/05/15 06:03,Con hold,Con,UKIP,71074,51649,218,25147,31334,5220,5732,6187,3176,0,0,0,0,0,0,0,0
S14000019,S92000003,"East Kilbride, Strathaven and Lesmahagow",Scotland,Scotland,Scotland,County,08/05/15 02:36,SNP gain from Lab,SNP,Lab,83205,60539,64,16527,7129,17151,1042,1221,0,33678,0,0,0,0,0,0,318
E14000685,E12000008,Eastleigh,Hampshire,South East,England,Borough,08/05/15 04:37,Con gain from LD,Con,LD,79609,55505,158,9147,23464,7181,14317,8783,1513,0,0,0,0,0,0,0,247
N06000006,N92000002,East Londonderry,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 06:08,DUP hold,DUP,SF,66926,34714,251,7804,422,0,0,0,0,0,0,14663,6859,4268,5333,2642,527
S14000020,S92000003,East Lothian,Scotland,Scotland,Scotland,County,08/05/15 04:05,SNP gain from Lab,SNP,Lab,79481,59014,36,6803,11511,18301,1517,1178,1245,25104,0,0,0,0,0,0,158
S14000021,S92000003,East Renfrewshire,Scotland,Scotland,Scotland,County,08/05/15 03:15,SNP gain from Lab,SNP,Lab,69982,56730,95,3718,12465,19295,1069,888,0,23013,0,0,0,0,0,0,0
E14000681,E12000008,East Surrey,Surrey,South East,England,County,08/05/15 05:00,Con hold,Con,UKIP,79654,56103,161,22658,32211,6627,5189,9553,2159,0,0,0,0,0,0,0,364
E14000682,E12000008,East Worthing and Shoreham,West Sussex,South East,England,County,08/05/15 07:13,Con hold,Con,Lab,74775,49898,199,14949,24686,9737,3360,8267,2605,0,0,0,0,0,0,0,1243
E14000683,E12000003,East Yorkshire,Humberside,Yorkshire and The Humber,England,County,08/05/15 04:58,Con hold,Con,Lab,81023,49991,227,14933,25276,10343,2966,8955,1731,0,0,0,0,0,0,0,720
E14000686,E12000002,Eddisbury,Cheshire,North West,England,County,08/05/15 05:23,Con hold,Con,Lab,68569,47352,178,12974,24167,11193,4289,5778,1624,0,0,0,0,0,0,0,301
S14000022,S92000003,Edinburgh East,Scotland,Scotland,Scotland,Borough,08/05/15 04:46,SNP gain from Lab,SNP,Lab,67141,47089,69,9106,4670,14082,1325,898,2809,23188,0,0,0,0,0,0,117
S14000023,S92000003,Edinburgh North and Leith,Scotland,Scotland,Scotland,Borough,08/05/15 04:36,SNP gain from Lab Coop,SNP,Lab,80910,58008,76,5597,9378,18145,2634,847,3140,23742,0,0,0,0,0,0,122
S14000024,S92000003,Edinburgh South,Scotland,Scotland,Scotland,Borough,08/05/15 04:32,Lab hold,Lab,SNP,65801,49286,54,2637,8626,19293,1823,601,2090,16656,0,0,0,0,0,0,197
S14000025,S92000003,Edinburgh South West,Scotland,Scotland,Scotland,Borough,08/05/15 09:41,SNP gain from Lab,SNP,Lab,72149,51602,74,8135,10444,14033,1920,1072,1965,22168,0,0,0,0,0,0,0
S14000026,S92000003,Edinburgh West,Scotland,Scotland,Scotland,Borough,08/05/15 05:10,SNP gain from LD,SNP,LD,71717,54858,49,3210,6732,6425,18168,1015,1140,21378,0,0,0,0,0,0,0
E14000687,E12000007,Edmonton,London,London,England,Borough,08/05/15 05:31,Lab hold,Lab,Con,66016,41338,161,15419,9969,25388,897,3366,1358,0,0,0,0,0,0,0,360
E14000688,E12000002,Ellesmere Port and Neston,Cheshire,North West,England,County,08/05/15 05:44,Lab hold,Lab,Con,69223,46727,160,6275,16041,22316,1563,5594,990,0,0,0,0,0,0,0,223
E14000689,E12000003,Elmet and Rothwell,West Yorkshire,Yorkshire and The Humber,England,County,08/05/15 06:44,Con hold,Con,Lab,79143,57797,153,8490,27978,19488,2640,6430,1261,0,0,0,0,0,0,0,0
E14000690,E12000007,Eltham,London,London,England,Borough,08/05/15 05:32,Lab hold,Lab,Con,63998,43157,97,2693,15700,18393,1308,6481,1275,0,0,0,0,0,0,0,0
E14000691,E12000007,Enfield North,London,London,England,Borough,08/05/15 04:46,Lab gain from Con,Lab,Con,68118,46137,117,1086,19086,20172,1059,4133,1303,0,0,0,0,0,0,0,384
E14000692,E12000007,"Enfield, Southgate",London,London,England,Borough,08/05/15 03:49,Con hold,Con,Lab,64937,45812,130,4753,22624,17871,1518,2109,1690,0,0,0,0,0,0,0,0
E14000693,E12000006,Epping Forest,Essex,East,England,County,08/05/15 04:36,Con hold,Con,UKIP,73447,49348,142,17978,27027,7962,3448,9049,1782,0,0,0,0,0,0,0,80
E14000694,E12000008,Epsom and Ewell,Surrey,South East,England,Borough,08/05/15 06:34,Con hold,Con,Lab,78633,57143,189,24443,33309,8866,5002,7117,2116,0,0,0,0,0,0,0,733
E14000695,E12000004,Erewash,Derbyshire,East Midlands,England,County,08/05/15 05:33,Con hold,Con,Lab,71943,48322,146,3584,20636,17052,1658,7792,1184,0,0,0,0,0,0,0,0
E14000696,E12000007,Erith and Thamesmead,London,London,England,Borough,08/05/15 04:32,Lab hold,Lab,Con,70397,42617,97,9525,11684,21209,972,7368,941,0,0,0,0,0,0,0,443
E14000697,E12000008,Esher and Walton,Surrey,South East,England,Borough,08/05/15 04:38,Con hold,Con,Lab,79894,56976,189,28616,35845,7229,5372,5551,2355,0,0,0,0,0,0,0,624
E14000698,E12000009,Exeter,Devon,South West,England,Borough,08/05/15 04:32,Lab hold,Lab,Con,76968,54018,200,7183,17879,25062,2321,5075,3491,0,0,0,0,0,0,0,190
S14000028,S92000003,Falkirk,Scotland,Scotland,Scotland,County,08/05/15 02:29,SNP gain from Lab,SNP,Lab,83380,60340,57,19701,7325,15130,1225,1829,0,34831,0,0,0,0,0,0,0
E14000699,E12000008,Fareham,Hampshire,South East,England,County,08/05/15 02:34,Con hold,Con,UKIP,77114,54700,118,22262,30689,7800,4814,8427,2129,0,0,0,0,0,0,0,841
E14000700,E12000008,Faversham and Mid Kent,Kent,South East,England,County,08/05/15 06:41,Con hold,Con,UKIP,69523,45803,104,16652,24895,7403,3039,8243,1768,0,0,0,0,0,0,0,455
E14000701,E12000007,Feltham and Heston,London,London,England,Borough,08/05/15 04:30,Lab hold,Lab,Con,82340,49405,142,11463,14382,25845,1579,6209,1390,0,0,0,0,0,0,0,0
N06000007,N92000002,Fermanagh and South Tyrone,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 05:24,UUP gain from SF,UUP,SF,70108,50864,286,530,0,0,0,0,788,0,0,0,23078,2732,23608,658,0
E14000702,E12000009,Filton and Bradley Stoke,Avon,South West,England,County,08/05/15 05:54,Con hold,Con,Lab,71310,49101,152,9838,22920,13082,3581,7261,2257,0,0,0,0,0,0,0,0
E14000703,E12000007,Finchley and Golders Green,London,London,England,Borough,08/05/15 05:13,Con hold,Con,Lab,72530,50759,133,5662,25835,20173,1662,1732,1357,0,0,0,0,0,0,0,0
E14000704,E12000008,Folkestone and Hythe,Kent,South East,England,County,08/05/15 05:16,Con hold,Con,UKIP,83651,55010,265,13797,26323,7939,4882,12526,2956,0,0,0,0,0,0,0,384
E14000705,E12000009,Forest Of Dean,Gloucestershire,South West,England,County,08/05/15 07:47,Con hold,Con,Lab,69865,49520,184,10987,23191,12204,2630,8792,2703,0,0,0,0,0,0,0,0
N06000008,N92000002,Foyle,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 01:42,SDLP hold,SDLP,SF,70036,37002,526,6046,132,0,0,832,0,0,0,4573,11679,17725,1226,835,0
E14000706,E12000002,Fylde,Lancashire,North West,England,County,08/05/15 05:37,Con hold,Con,Lab,65679,43557,190,13224,21406,8182,1623,5569,1381,0,0,0,0,0,0,0,5396
E14000707,E12000004,Gainsborough,Lincolnshire,East Midlands,England,County,08/05/15 07:21,Con hold,Con,Lab,74686,49261,189,15449,25949,10500,3290,7727,1290,0,0,0,0,0,0,0,505
E14000708,E12000002,Garston and Halewood,Merseyside,North West,England,Borough,08/05/15 04:41,Lab hold,Lab,Con,73719,48983,192,27146,6693,33839,2279,4482,1690,0,0,0,0,0,0,0,0
E14000709,E12000001,Gateshead,Tyne and Wear,North East,England,Borough,08/05/15 04:40,Lab hold,Lab,UKIP,64524,37949,96,14784,5502,21549,2585,6765,1548,0,0,0,0,0,0,0,0
E14000710,E12000004,Gedling,Nottinghamshire,East Midlands,England,County,08/05/15 07:48,Lab hold,Lab,Con,70000,47998,145,2986,17321,20307,1906,6930,1534,0,0,0,0,0,0,0,0
E14000711,E12000008,Gillingham and Rainham,Kent,South East,England,Borough,08/05/15 08:48,Con hold,Con,Lab,70984,47078,194,10530,22590,12060,1707,9199,1133,0,0,0,0,0,0,0,389
S14000029,S92000003,Glasgow Central,Scotland,Scotland,Scotland,Borough,08/05/15 04:10,SNP gain from Lab,SNP,Lab,70945,39318,63,7662,2359,12996,612,786,1559,20658,0,0,0,0,0,0,348
S14000030,S92000003,Glasgow East,Scotland,Scotland,Scotland,Borough,08/05/15 03:23,SNP gain from Lab,SNP,Lab,70378,42417,29,10387,2544,13729,318,1105,381,24116,0,0,0,0,0,0,224
S14000031,S92000003,Glasgow North,Scotland,Scotland,Scotland,Borough,08/05/15 03:20,SNP gain from Lab,SNP,Lab,60169,36922,65,9295,2901,10315,1012,486,2284,19610,0,0,0,0,0,0,314
S14000032,S92000003,Glasgow North East,Scotland,Scotland,Scotland,Borough,08/05/15 03:46,SNP gain from Lab,SNP,Lab,66678,37857,88,9222,1769,12754,300,0,615,21976,0,0,0,0,0,0,443
S14000033,S92000003,Glasgow North West,Scotland,Scotland,Scotland,Borough,08/05/15 04:00,SNP gain from Lab,SNP,Lab,68418,43854,107,10364,3692,13544,1194,0,1167,23908,0,0,0,0,0,0,349
S14000034,S92000003,Glasgow South,Scotland,Scotland,Scotland,Borough,08/05/15 03:54,SNP gain from Lab,SNP,Lab,74051,48778,87,12269,4752,14504,1019,0,1431,26773,0,0,0,0,0,0,299
S14000035,S92000003,Glasgow South West,Scotland,Scotland,Scotland,Borough,08/05/15 03:32,SNP gain from Lab Coop,SNP,Lab,66209,40921,44,9950,2036,13438,406,970,507,23388,0,0,0,0,0,0,176
S14000036,S92000003,Glenrothes,Scotland,Scotland,Scotland,County,08/05/15 02:30,SNP gain from Lab,SNP,Lab,69781,47598,53,13897,3685,14562,892,0,0,28459,0,0,0,0,0,0,0
E14000712,E12000009,Gloucester,Gloucestershire,South West,England,Borough,08/05/15 05:02,Con hold,Con,Lab,82968,52575,111,7251,23837,16586,2828,7497,1485,0,0,0,0,0,0,0,342
S14000037,S92000003,Gordon,Scotland,Scotland,Scotland,County,08/05/15 06:45,SNP gain from LD,SNP,LD,79393,58161,62,8687,6807,3441,19030,1166,0,27717,0,0,0,0,0,0,0
E14000713,E12000008,Gosport,Hampshire,South East,England,Borough,08/05/15 02:57,Con hold,Con,UKIP,73268,47665,86,17098,26364,6926,3298,9266,1707,0,0,0,0,0,0,0,104
W07000046,W92000004,Gower,West Glamorgan,Wales,Wales,County,08/05/15 05:12,Con gain from Lab,Con,Lab,61820,42758,57,27,15862,15835,1552,4773,1161,0,3051,0,0,0,0,0,524
E14000714,E12000004,Grantham and Stamford,Lincolnshire,East Midlands,England,County,08/05/15 06:45,Con hold,Con,UKIP,81150,53755,224,18989,28399,9070,3263,9410,1872,0,0,0,0,0,0,0,1741
E14000715,E12000008,Gravesham,Kent,South East,England,County,08/05/15 13:47,Con hold,Con,Lab,72043,50139,181,8370,23484,15114,1111,9306,1124,0,0,0,0,0,0,0,0
E14000716,E12000003,Great Grimsby,Humberside,Yorkshire and The Humber,England,Borough,08/05/15 04:45,Lab hold,Lab,Con,59200,33731,104,4540,8874,13414,1680,8417,783,0,0,0,0,0,0,0,563
E14000717,E12000006,Great Yarmouth,Norfolk,East,England,County,08/05/15 06:34,Con hold,Con,Lab,69793,44469,160,6154,19089,12935,1030,10270,978,0,0,0,0,0,0,0,167
E14000718,E12000007,Greenwich and Woolwich,London,London,England,Borough,08/05/15 05:40,Lab hold,Lab,Con,73315,46716,171,11946,12438,24384,2645,3888,2991,0,0,0,0,0,0,0,370
E14000719,E12000008,Guildford,Surrey,South East,England,County,08/05/15 05:39,Con hold,Con,LD,75733,53986,188,22448,30802,6534,8354,4774,2558,0,0,0,0,0,0,0,964
E14000720,E12000007,Hackney North and Stoke Newington,London,London,England,Borough,08/05/15 04:40,Lab hold,Lab,Con,88153,49887,202,24008,7349,31357,2492,1085,7281,0,0,0,0,0,0,0,323
E14000721,E12000007,Hackney South and Shoreditch,London,London,England,Borough,08/05/15 04:43,Lab hold,Lab,Con,84971,47580,191,24213,6420,30633,2186,1818,5519,0,0,0,0,0,0,0,1004
E14000722,E12000005,Halesowen and Rowley Regis,West Midlands,West Midlands,England,Borough,08/05/15 04:44,Con hold,Con,Lab,66048,43818,119,3082,18933,15851,905,7280,849,0,0,0,0,0,0,0,0
E14000723,E12000003,Halifax,West Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 08:48,Lab hold,Lab,Con,70462,43753,241,428,17078,17506,1629,5621,1142,0,0,0,0,0,0,0,777
E14000724,E12000003,Haltemprice and Howden,Humberside,Yorkshire and The Humber,England,County,08/05/15 04:54,Con hold,Con,Lab,71195,48757,180,16195,26414,10219,3055,6781,1809,0,0,0,0,0,0,0,479
E14000725,E12000002,Halton,Cheshire,North West,England,County,08/05/15 02:32,Lab hold,Lab,Con,72818,45023,168,20285,8007,28292,1097,6333,1017,0,0,0,0,0,0,0,277
E14000726,E12000007,Hammersmith,London,London,England,Borough,08/05/15 03:11,Lab hold,Lab,Con,72254,47960,170,6518,17463,23981,2224,2105,2105,0,0,0,0,0,0,0,82
E14000727,E12000007,Hampstead and Kilburn,London,London,England,Borough,08/05/15 04:57,Lab hold,Lab,Con,80195,53964,184,1138,22839,23977,3039,1532,2387,0,0,0,0,0,0,0,190
E14000728,E12000004,Harborough,Leicestershire,East Midlands,England,County,08/05/15 09:45,Con hold,Con,Lab,77760,52471,210,19632,27675,8043,7037,7539,2177,0,0,0,0,0,0,0,0
E14000729,E12000006,Harlow,Essex,East,England,County,08/05/15 03:29,Con hold,Con,Lab,67994,44251,125,8350,21623,13273,904,7208,954,0,0,0,0,0,0,0,289
E14000730,E12000003,Harrogate and Knaresborough,North Yorkshire,Yorkshire and The Humber,England,County,08/05/15 03:27,Con hold,Con,LD,76408,53376,138,16371,28153,5409,11782,5681,2351,0,0,0,0,0,0,0,0
E14000731,E12000007,Harrow East,London,London,England,Borough,08/05/15 05:41,Con hold,Con,Lab,70981,49000,143,4757,24668,19911,1037,2333,846,0,0,0,0,0,0,0,205
E14000732,E12000007,Harrow West,London,London,England,Borough,08/05/15 04:41,Lab hold,Lab,Con,69644,46603,136,2208,19677,21885,1567,2047,1310,0,0,0,0,0,0,0,117
E14000733,E12000001,Hartlepool,Cleveland,North East,England,Borough,08/05/15 03:28,Lab hold,Lab,UKIP,69947,39490,112,3024,8256,14076,761,11052,1341,0,0,0,0,0,0,0,4004
E14000734,E12000006,Harwich and North Essex,Essex,East,England,County,08/05/15 06:05,Con hold,Con,Lab,69290,48432,166,15174,24722,9548,3576,8464,2122,0,0,0,0,0,0,0,0
E14000735,E12000008,Hastings and Rye,East Sussex,South East,England,County,08/05/15 04:41,Con hold,Con,Lab,75095,50927,124,4796,22686,17890,1614,6786,1951,0,0,0,0,0,0,0,0
E14000736,E12000008,Havant,Hampshire,South East,England,Borough,08/05/15 02:55,Con hold,Con,UKIP,70573,44828,148,13920,23159,7149,2929,9239,2352,0,0,0,0,0,0,0,0
E14000737,E12000007,Hayes and Harlington,London,London,England,Borough,08/05/15 04:45,Lab hold,Lab,Con,74874,45056,142,15700,11143,26843,888,5388,794,0,0,0,0,0,0,0,0
E14000738,E12000002,Hazel Grove,Greater Manchester,North West,England,County,08/05/15 05:22,Con gain from LD,Con,LD,63098,43219,127,6552,17882,7584,11330,5283,1140,0,0,0,0,0,0,0,0
E14000739,E12000006,Hemel Hempstead,Hertfordshire,East,England,County,08/05/15 07:47,Con hold,Con,Lab,74616,49633,194,14420,26245,11825,2402,7249,1660,0,0,0,0,0,0,0,252
E14000740,E12000003,Hemsworth,West Yorkshire,Yorkshire and The Humber,England,County,08/05/15 06:20,Lab hold,Lab,Con,72714,42406,167,12078,9694,21772,1357,8565,0,0,0,0,0,0,0,0,1018
E14000741,E12000007,Hendon,London,London,England,Borough,08/05/15 12:25,Con hold,Con,Lab,75285,49630,135,3724,24328,20604,1088,2595,1015,0,0,0,0,0,0,0,0
E14000742,E12000008,Henley,Oxfordshire,South East,England,County,08/05/15 06:18,Con hold,Con,Lab,77946,55236,162,25375,32292,6917,6205,6007,3815,0,0,0,0,0,0,0,0
