Close Price,High Price,Low Price,Open Price,Date
114.44,115.74,114.37,115.48,2014-11-19
115.96,115.96,114.9,114.91,2014-11-20
116.85,117.55,116.53,117.51,2014-11-21
117.33,117.34,116.63,116.87,2014-11-24
118.72,119.75,118.7,119.08,2014-11-25
118.56,118.98,117.84,117.93,2014-11-26
118.43,119.4,118.05,119.29,2014-11-28
115.58,119.245,111.27,118.82,2014-12-01
114.47,114.55,112.75,113.49,2014-12-02
115.37,116.35,115.22,115.75,2014-12-03
116.67,116.82,115.65,115.8,2014-12-04
115.5,115.96,115.08,115.92,2014-12-05
114.11,114.63,113.17,114.13,2014-12-08
111.55,111.61,109.35,110.2,2014-12-09
113.6,114.83,113.12,114.38,2014-12-10
112.86,113.19,112.13,112.31,2014-12-11
110.895,111.855,110.28,110.47,2014-12-12
110.53,111.6,110.32,110.7,2014-12-15
107.33,108.44,106.33,106.34,2014-12-16
107.29,107.84,106.83,107.12,2014-12-17
111.48,111.86,110.75,111.85,2014-12-18
112.76,112.82,111.66,112.26,2014-12-19
112.37,112.71,111.975,112.14,2014-12-22
112.67,113.32,112.53,113.26,2014-12-23
112.22,112.69,112.13,112.55,2014-12-24
112.55,112.79,112.02,112.12,2014-12-26
114.29,114.72,113.72,113.79,2014-12-29
113.15,113.91,113.05,113.57,2014-12-30
112.78,113.12,112.55,112.86,2014-12-31
109.535,111.43,108.65,111.42,2015-01-02
107.81,108.62,107.34,108.3,2015-01-05
105.7,106.735,105.29,106.68,2015-01-06
107.97,108.19,106.7,107.2,2015-01-07
110.17,110.18,108.7,109.32,2015-01-08
112.245,113.25,111.85,112.71,2015-01-09
109.96,112.52,109.39,112.52,2015-01-12
112.04,112.06,111.165,111.43,2015-01-13
110.05,110.49,108.96,109.04,2015-01-14
107.96,109.99,107.55,109.99,2015-01-15
106.23,107.58,105.92,107.1,2015-01-16
107.32,108,106.65,107.79,2015-01-20
109.43,109.64,108.29,108.83,2015-01-21
110.6,111.02,109.72,110.34,2015-01-22
112.45,112.84,111.53,112.32,2015-01-23
113.66,113.9,113.13,113.67,2015-01-26
111.26,112.46,110.54,112.43,2015-01-27
117.49,118,115.85,117.57,2015-01-28
117.19,117.3,115.56,116.33,2015-01-29
119.865,120,118.09,118.295,2015-01-30
116.11,118.38,116.1,118.05,2015-02-02
118.78,119.09,116.1,118.5,2015-02-03
119.45,119.74,118.33,118.5,2015-02-04
119.87,120.2,119.53,120,2015-02-05
119.78,120.23,119.45,120.12,2015-02-06
118.96,119.24,118.49,118.49,2015-02-09
120.97,121.27,120.21,120.21,2015-02-10
123.85,123.94,122.5,122.71,2015-02-11
127.3,127.3,125.85,126.06,2015-02-12
126.59,127.26,126.29,127.26,2015-02-13
127.97,127.98,126.92,127.49,2015-02-17
128.13,128.29,127.5,127.5,2015-02-18
128.59,128.88,128.34,128.46,2015-02-19
128.5,128.835,128.05,128.63,2015-02-20
130.62,130.75,129.66,130.1,2015-02-23
131.96,132.92,131.17,132.88,2015-02-24
130.94,131.58,130.53,131.56,2015-02-25
126.99,129,126.61,128.83,2015-02-26
130.18,130.57,128.59,130.09,2015-02-27
129.87,130.28,129.03,129.25,2015-03-02
129.35,129.47,128.4,129.03,2015-03-03
128.91,129.55,128.4,129.13,2015-03-04
127.9,128.75,127.68,128.65,2015-03-05
129.19,129.37,127.49,128.42,2015-03-06
127.77,128.12,127.22,128.04,2015-03-09
126.02,127.21,125.56,126.62,2015-03-10
123.01,124.74,122.42,124.67,2015-03-11
123.49,123.74,121.63,122.38,2015-03-12
124.53,125.39,123.9,124.39,2015-03-13
123.97,124.16,122.88,123.88,2015-03-16
126.33,126.58,125.66,125.85,2015-03-17
127.12,127.28,126.41,127.2,2015-03-18
128.39,129.24,128.29,128.73,2015-03-19
127.96,128.35,127.65,128.27,2015-03-20
126.91,128.35,125.86,127.05,2015-03-23
127.42,127.45,126.56,127.19,2015-03-24
125.45,126.8,125.3,126.71,2015-03-25
123.78,124.5,122.61,122.85,2015-03-26
124.07,124.7,123.91,124.51,2015-03-27
125.5,125.62,124.05,124.05,2015-03-30
125.55,126.48,125.21,126.08,2015-03-31
123.43,125.12,123.12,124.81,2015-04-01
124.74,125.1,124.31,125.08,2015-04-02
126.2,126.23,124.33,124.49,2015-04-06
127.325,128.12,127.21,127.64,2015-04-07
126,126.39,125.11,125.85,2015-04-08
125.28,126.28,125.07,125.85,2015-04-09
126.21,126.44,125.27,125.93,2015-04-10
128.02,128.57,127.75,128.12,2015-04-13
126.1,127.28,125.92,127.08,2015-04-14
126.39,126.81,126.11,126.46,2015-04-15
126.68,127.09,126.18,126.44,2015-04-16
125.06,126.14,124.89,125.39,2015-04-17
126.28,126.55,125.17,125.57,2015-04-20
126.9,128.19,126.81,128.09,2015-04-21
126.58,127.16,126.32,127,2015-04-22
129.7,129.78,128.14,128.3,2015-04-23
129.87,130.63,129.75,130.43,2015-04-24
132.81,133.12,132,132.32,2015-04-27
130.12,134.54,129.84,134.46,2015-04-28
130.6,131.58,129.81,130.16,2015-04-29
126.49,127.88,126.13,127.49,2015-04-30
126.7,126.74,125.3,126.09,2015-05-01
129.84,130.55,129.5,129.58,2015-05-04
126.82,128.41,126.72,128.24,2015-05-05
124.05,126.74,123.83,126.7,2015-05-06
124.81,125.44,124.03,124.68,2015-05-07
126.87,127.17,126.13,126.55,2015-05-08
126.49,127.56,125.88,127.35,2015-05-11
125.01,125.76,124.82,125.585,2015-05-12
126.85,127.19,126.02,126.27,2015-05-13
