date,value
23/05/14,6815.75
26/05/14,6815.75
27/05/14,6844.94
28/05/14,6851.22
29/05/14,6871.29
30/05/14,6844.51
02/06/14,6864.1
03/06/14,6836.3
04/06/14,6818.63
05/06/14,6813.49
06/06/14,6858.21
09/06/14,6875
10/06/14,6873.55
11/06/14,6838.87
12/06/14,6843.11
13/06/14,6777.85
16/06/14,6754.64
17/06/14,6766.77
18/06/14,6778.56
19/06/14,6808.11
20/06/14,6825.2
23/06/14,6800.56
24/06/14,6787.07
25/06/14,6733.62
26/06/14,6735.12
27/06/14,6757.77
30/06/14,6743.94
01/07/14,6802.92
02/07/14,6816.37
03/07/14,6865.21
04/07/14,6866.05
07/07/14,6823.51
08/07/14,6738.45
09/07/14,6718.04
10/07/14,6672.37
11/07/14,6690.17
14/07/14,6746.14
15/07/14,6710.45
16/07/14,6784.67
17/07/14,6738.32
18/07/14,6749.45
21/07/14,6728.44
22/07/14,6795.34
23/07/14,6798.15
24/07/14,6821.46
25/07/14,6791.55
28/07/14,6788.07
29/07/14,6807.75
30/07/14,6773.44
31/07/14,6730.11
01/08/14,6679.18
04/08/14,6677.52
05/08/14,6682.48
06/08/14,6636.16
07/08/14,6597.37
08/08/14,6567.36
11/08/14,6632.82
12/08/14,6632.42
13/08/14,6656.68
14/08/14,6685.26
15/08/14,6689.08
18/08/14,6741.25
19/08/14,6779.31
20/08/14,6755.48
21/08/14,6777.66
22/08/14,6775.25
25/08/14,6775.25
26/08/14,6822.76
27/08/14,6830.66
28/08/14,6805.8
29/08/14,6819.75
01/09/14,6825.31
02/09/14,6829.17
03/09/14,6873.58
04/09/14,6877.97
05/09/14,6855.1
08/09/14,6834.77
09/09/14,6829
10/09/14,6830.11
11/09/14,6799.62
12/09/14,6806.96
15/09/14,6804.21
16/09/14,6792.24
17/09/14,6780.9
18/09/14,6819.29
19/09/14,6837.92
22/09/14,6773.63
23/09/14,6676.08
24/09/14,6706.27
25/09/14,6639.71
26/09/14,6649.39
29/09/14,6646.6
30/09/14,6622.72
01/10/14,6557.52
02/10/14,6446.39
03/10/14,6527.91
06/10/14,6563.65
07/10/14,6495.58
08/10/14,6482.24
09/10/14,6431.85
10/10/14,6339.97
13/10/14,6366.24
14/10/14,6392.68
15/10/14,6211.64
16/10/14,6195.91
17/10/14,6310.29
20/10/14,6267.07
21/10/14,6372.33
22/10/14,6399.73
23/10/14,6419.15
24/10/14,6388.73
27/10/14,6363.46
28/10/14,6402.17
29/10/14,6453.87
30/10/14,6463.55
31/10/14,6546.47
03/11/14,6487.97
04/11/14,6453.97
05/11/14,6539.14
06/11/14,6551.15
07/11/14,6567.24
10/11/14,6611.25
11/11/14,6627.4
12/11/14,6611.04
13/11/14,6635.45
14/11/14,6654.37
17/11/14,6671.97
18/11/14,6709.13
